time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
439.523,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
439.737,Head,True,True,-0.01632985,0.06319666,0.1237191,-0.1875924,-0.1254762,-0.01734574,0.9740452,0,0,0
439.737,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
439.737,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
439.941,Head,True,True,-0.01599136,0.06315958,0.1241546,-0.1873474,-0.1249844,-0.01772942,0.9741486,0,0,0
439.941,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
439.941,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
440.147,Head,True,True,-0.01631613,0.06403589,0.1227144,-0.1881997,-0.1257218,-0.01905488,0.9738644,0,0,0
440.147,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
440.147,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
440.361,Head,True,True,-0.01702649,0.06627357,0.1204611,-0.1920267,-0.1281321,-0.01965639,0.9727906,0,0,0
440.361,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
440.361,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
440.562,Head,True,True,-0.01676101,0.06702435,0.119236,-0.1929439,-0.1276695,-0.02088518,0.9726443,0,0,0
440.562,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
440.562,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
440.772,Head,True,True,-0.01624546,0.06735706,0.119192,-0.1933657,-0.127716,-0.0207002,0.9725584,0,0,0
440.772,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
440.772,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
440.977,Head,True,True,-0.01529255,0.0669297,0.1200485,-0.1923996,-0.126057,-0.0208239,0.9729638,0,0,0
440.977,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
440.977,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
441.182,Head,True,True,-0.01630079,0.06656361,0.1201079,-0.1911602,-0.1306022,-0.02283988,0.9725632,0,0,0
441.182,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
441.182,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
441.393,Head,True,True,-0.01674698,0.06665576,0.1199085,-0.1913103,-0.1302111,-0.02233108,0.972598,0,0,0
441.393,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
441.393,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
441.602,Head,True,True,-0.0161054,0.0665257,0.1201427,-0.1915886,-0.1280039,-0.02125167,0.9728603,0,0,0
441.602,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
441.602,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
441.815,Head,True,True,-0.01524027,0.06656444,0.1202199,-0.1920988,-0.128034,-0.02137431,0.972753,0,0,0
441.815,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
441.815,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
442.019,Head,True,True,-0.0160729,0.06708825,0.1219419,-0.1925428,-0.131602,-0.02726117,0.9720417,0,0,0
442.019,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
442.019,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
442.231,Head,True,True,-0.01650944,0.06468213,0.1225436,-0.1877136,-0.1358238,-0.0270259,0.972412,0,0,0
442.231,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
442.231,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
442.440,Head,True,True,-0.01167159,0.06553316,0.1211485,-0.1891441,-0.1289533,-0.02885289,0.9730175,0,0,0
442.440,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
442.440,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
442.646,Head,True,True,-0.01169168,0.06494951,0.1210551,-0.1884309,-0.1273749,-0.02877038,0.9733662,0,0,0
442.646,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
442.646,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
442.855,Head,True,True,-0.01338022,0.06518149,0.1203181,-0.1907009,-0.1311746,-0.02869973,0.9724211,0,0,0
442.855,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
442.855,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
443.059,Head,True,True,-0.01201216,0.06455469,0.1201805,-0.1885567,-0.1289227,-0.02872118,0.9731395,0,0,0
443.059,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
443.059,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
443.260,Head,True,True,-0.01152686,0.06491029,0.1198778,-0.1907408,-0.1272288,-0.02995967,0.9728994,0,0,0
443.260,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
443.260,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
443.471,Head,True,True,-0.01324264,0.06399,0.1204966,-0.1875618,-0.1304104,-0.02850866,0.9731398,0,0,0
443.471,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
443.471,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
443.681,Head,True,True,-0.01351862,0.06382465,0.1210468,-0.1874585,-0.1312218,-0.02928601,0.9730275,0,0,0
443.681,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
443.681,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
443.883,Head,True,True,-0.01303609,0.063936,0.1211387,-0.1876073,-0.1301173,-0.02945285,0.9731421,0,0,0
443.883,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
443.883,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
444.095,Head,True,True,-0.01333604,0.06426084,0.1204869,-0.1885404,-0.1304663,-0.02999917,0.9728983,0,0,0
444.095,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
444.095,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
