time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
3375.906,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3375.906,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3376.123,Head,True,True,0.2669245,0.04844093,-0.4356909,-0.2324474,-0.1976525,-0.03665749,0.9516081,0,0,0
3376.123,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3376.123,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3376.325,Head,True,True,0.2673596,0.04920149,-0.4360795,-0.2370264,-0.197981,-0.03476062,0.9504808,0,0,0
3376.325,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3376.325,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354843,0.2921976,0.8202621,0,0,0
3376.539,Head,True,True,0.268741,0.04849458,-0.434569,-0.2342375,-0.1955128,-0.03462281,0.9516873,0,0,0
3376.539,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3376.539,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3376.758,Head,True,True,0.2703954,0.04950273,-0.4354562,-0.2356058,-0.1949032,-0.03751377,0.9513651,0,0,0
3376.758,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3376.758,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3376.967,Head,True,True,0.2714941,0.04862905,-0.4364368,-0.23379,-0.1896863,-0.03405107,0.9529963,0,0,0
3376.967,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3376.967,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3377.171,Head,True,True,0.2722418,0.04853153,-0.4361612,-0.233843,-0.1865427,-0.03447484,0.9535884,0,0,0
3377.171,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3377.171,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3377.384,Head,True,True,0.2721895,0.04766989,-0.434956,-0.2301918,-0.1873865,-0.03563321,0.9542685,0,0,0
3377.384,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3377.384,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354843,0.2921976,0.8202621,0,0,0
3377.586,Head,True,True,0.2713668,0.04793227,-0.4355705,-0.2321464,-0.1892516,-0.034079,0.9534833,0,0,0
3377.586,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3377.586,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3377.799,Head,True,True,0.2720857,0.04743087,-0.4346122,-0.2303537,-0.1875203,-0.03429869,0.954252,0,0,0
3377.799,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3377.799,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354843,0.2921976,0.8202621,0,0,0
3378.011,Head,True,True,0.2730579,0.0472188,-0.4340902,-0.230558,-0.1868392,-0.03467764,0.9543226,0,0,0
3378.011,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3378.011,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354844,0.2921976,0.8202621,0,0,0
3378.219,Head,True,True,0.2724534,0.04718554,-0.434496,-0.2309645,-0.1883347,-0.03357847,0.9539695,0,0,0
3378.219,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3378.219,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354844,0.2921976,0.8202621,0,0,0
3378.443,Head,True,True,0.2724636,0.04585385,-0.4355398,-0.2251947,-0.1900329,-0.0332087,0.9550247,0,0,0
3378.443,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3378.443,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3378.662,Head,True,True,0.2755327,0.04725909,-0.4363864,-0.2310109,-0.1833469,-0.03431168,0.9549035,0,0,0
3378.662,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3378.662,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3378.869,Head,True,True,0.2747971,0.04651785,-0.4331335,-0.2286208,-0.1834088,-0.03494244,0.9554437,0,0,0
